"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Byrel Whitemane","Pink Eyes","Living Characters","2","Nov-84","Black Hair","Male Characters","Good Characters","Public Identity","60b904e5-eab5-40c0-b8fb-e3d23085144f"
"Charasulla","","Living Characters","2","Nov-84","","","Bad Characters","","66beb718-b6dd-4e93-81d1-e6e988106494"
"Danielle Belmonde","","Living Characters","2","Feb-84","Red Hair","Female Characters","Bad Characters","Public Identity","a5f0b785-988a-4f7a-80c2-f169925d5fda"
"Elias Spector","","Living Characters","2","May-84","White Hair","Male Characters","Neutral Characters","No Dual Identity","d73759b9-3b5c-40dc-b73f-84225c21be29"
"Garwood","","Living Characters","2","Jun-84","Black Hair","Male Characters","","Public Identity","1d3c5bca-6d50-4e90-b1d6-a71fcba364e7"
"Giles Peacock","","Living Characters","2","Oct-84","White Hair","Male Characters","Good Characters","Public Identity","972a3792-64a5-43e7-b71c-b4e5975b48f3"
"Jesse Johns","Green Eyes","Living Characters","2","Sep-84","Black Hair","Male Characters","","Public Identity","69057188-de2f-4fe3-8c6f-5cf265d67d65"
"Jo","","Living Characters","2","Mar-84","Brown Hair","Female Characters","Neutral Characters","Secret Identity","28ecdff6-6c8e-42f6-bef0-b1c0394e36a8"
"Joel Drake","Brown Eyes","Living Characters","2","Dec-84","Brown Hair","Male Characters","","Secret Identity","5561e125-b248-46d8-8e18-8624ac894d35"
"Karen Lee","Brown Eyes","Deceased Characters","2","Jan-84","Brown Hair","Female Characters","Neutral Characters","No Dual Identity","657581ab-c1e8-48f9-870b-805ec141e29a"
"Kwan Tai-Fung","","Living Characters","2","Jul-84","Black Hair","Female Characters","Good Characters","Public Identity","1c747601-356c-4a5f-8ad4-dc1da9a7b1e2"
"Mary Drake","Blue Eyes","Living Characters","2","Dec-84","Blond Hair","Female Characters","","Secret Identity","b7e12699-5d9a-41c1-895b-2cfab630ba86"
"Matt Slade III","Blue Eyes","Living Characters","2","Sep-84","Brown Hair","Male Characters","","Secret Identity","83a922ca-cde7-40f7-8c73-a45cd6768319"
"Oliver Cutlass","","Living Characters","2","Jul-84","","Male Characters","","","dd5458f4-458f-4562-a225-0e8f2e5d91cd"
"Otny","","Living Characters","2","Dec-84","Brown Hair","Male Characters","Bad Characters","","eb058fbe-9ad2-45cb-b530-0e59e3302b0b"
"Ralph Ratchit","","Living Characters","2","Dec-84","","Male Characters","Neutral Characters","Public Identity","8625c1ac-6d33-4f05-a50e-0ca817e403f4"
"Senator Phillip","","Living Characters","2","May-84","White Hair","Male Characters","Good Characters","Public Identity","bcb58331-10ac-4b9c-9853-5f4974f2d82b"
"Sirius","","Deceased Characters","2","Apr-84","Green Hair","Male Characters","Bad Characters","Public Identity","6eab7bcb-3710-4b60-86c3-c6459e415f34"
"Skyler Wolf","Brown Eyes","Living Characters","2","Sep-84","Blond Hair","Male Characters","","Secret Identity","54fa01a5-d61d-4506-820e-00a73f5b6629"
"Steel Kommando","","Living Characters","2","Sep-84","","","","Secret Identity","ebaf68c0-4a6d-4607-a115-ef683b8764df"
"Timothy Anders","","Living Characters","2","May-84","","Male Characters","Neutral Characters","Public Identity","dd77e0d4-9097-44b3-ab05-3f6d3668c85e"
"Ace Spencer","Brown Eyes","Living Characters","2","Oct-85","Black Hair","Male Characters","Bad Characters","Public Identity","0ae4d76e-cf7e-4ca1-a48a-e83880eea205"
"Angerboda","","Deceased Characters","2","Oct-85","Blond Hair","Female Characters","","","8d6e3470-0209-4634-8760-890d6d585880"
"Ariane","Green Eyes","Deceased Characters","2","Dec-85","Black Hair","Female Characters","Good Characters","No Dual Identity","095b9f65-6b2f-4145-9d97-09d71e10c3a7"
"Basil Thorpe","","Living Characters","2","Nov-85","","Male Characters","Bad Characters","Secret Identity","a46a4132-bb91-4267-9838-bb8181030e28"
"Boyd Wilson","","Living Characters","2","Dec-85","Blond Hair","Male Characters","Neutral Characters","Secret Identity","5a42723a-0a02-4ee1-a7d9-fb528c8db682"
"Carla Ballinger","","Living Characters","2","Dec-85","Red Hair","Female Characters","","Secret Identity","b393e33a-27f1-492e-b024-6827a52b534f"
"Celia DeWolff Weatherby","Violet Eyes","Living Characters","2","Oct-85","Brown Hair","Female Characters","Good Characters","Public Identity","dd94a9e6-633a-4488-8899-11f5fbcf68e6"
"Chakar","White Eyes","Deceased Characters","2","Dec-85","","Male Characters","Good Characters","Public Identity","0c1cc13a-84a2-4f49-ad1d-701cd1d93aff"
"Charlie Carcrash","","Living Characters","2","May-85","Green Hair","Male Characters","Bad Characters","","d76911d7-babf-404a-a158-3b70bc6d3ef0"
"Dakari","White Eyes","Living Characters","2","Dec-85","","Male Characters","Good Characters","Public Identity","31592bf6-9324-4253-9fc2-ccfd9223c4d8"
"Edward Gardner","","Living Characters","2","Oct-85","Black Hair","Male Characters","Neutral Characters","Public Identity","800ecaf6-82aa-4ec1-8ffe-3c955424811f"
"Elsie Gertz","","Living Characters","2","Aug-85","","Female Characters","Good Characters","","77d6010d-8482-4cf8-8ac3-a6ca64bfad48"
"Fred Hopkins","Brown Eyes","Deceased Characters","2","Nov-85","Brown Hair","Male Characters","Good Characters","Secret Identity","420e191b-f954-4374-b87e-07b6f402dfa2"
"Gerald Jablonski","Blue Eyes","Living Characters","2","Dec-85","Red Hair","Male Characters","","Public Identity","0c8e4f3e-c72b-4c5c-a414-87203a9708d6"
"Gorth","Green Eyes","Deceased Characters","2","Sep-85","No Hair","Male Characters","Bad Characters","Public Identity","8b60fed4-d0f4-4b0a-82a8-7f56f56b3ead"
"Gunnar","","Living Characters","2","Jan-85","Light Brown Hair","Male Characters","Good Characters","","6661190b-2010-4600-8f03-02441cac58b4"
"Hogan adopted daughter","","Living Characters","2","Oct-85","Blond Hair","Female Characters","Neutral Characters","No Dual Identity","e17c645e-dcad-4e7f-9174-1e3648384192"
"Hogan adopted son","","Living Characters","2","Oct-85","Blond Hair","Male Characters","Neutral Characters","No Dual Identity","3aefc8e5-5187-490b-929e-6fe35afe457a"
"Horace Rosenthal","Blue Eyes","Deceased Characters","2","Oct-85","Brown Hair","Male Characters","Good Characters","Public Identity","f5bd7bdb-7f76-405d-99fe-f342bb5d7088"
"Jacques Moreau","","Living Characters","2","Dec-85","","Male Characters","","Secret Identity","b56ecdd6-4467-48a5-b9d6-06fee061e36f"
"Jeanne Chretien","","Living Characters","2","Dec-85","","Female Characters","Neutral Characters","Secret Identity","d965ef72-399b-49a3-b3ae-dca2b5638b1f"
"Jinx","","Living Characters","2","Nov-85","","Male Characters","","","e4f84591-be64-4b5d-99ed-22ccc857a539"
"Joe Carson","","Deceased Characters","2","Jan-85","","Male Characters","Bad Characters","","8dc3b17e-b713-4f4b-ba0c-67f83a047526"
"Leif","","Living Characters","2","Feb-85","Blond Hair","Male Characters","Good Characters","","adc3cb19-e629-4e7b-8aa5-31937d21479f"
"Lexi","","Living Characters","2","Aug-85","No Hair","Male Characters","","Secret Identity","7193bf97-358e-444c-a17e-d4fc12e64ff6"
"Lorenzo Spencer","Brown Eyes","Living Characters","2","Oct-85","Black Hair","Male Characters","Bad Characters","Public Identity","56f7141e-d731-43da-9f79-2dd03133e8a9"
"Ludlow Grimes","","Living Characters","2","Nov-85","Blond Hair","Male Characters","","Public Identity","6bb2171b-4fcd-4214-98a5-88385dd1311c"
"Mordonna","","Living Characters","2","Dec-85","Black Hair","Female Characters","Bad Characters","","b6b5a784-77d4-4ad2-a059-b4c579b42fa9"
"Nick Rodriquez","","Deceased Characters","2","Dec-85","Black Hair","Male Characters","","Secret Identity","995541a8-2933-4c6c-bf16-ddbe6f7f3c6f"
"Paul Domenic","","Living Characters","2","Dec-85","","Male Characters","","Secret Identity","b7ca25cd-eecd-4849-9a25-9c805385d7bc"
"Phil Descard","","Living Characters","2","Dec-85","Black Hair","Male Characters","","Secret Identity","f2f35c19-5dbf-4a01-902b-0f5e2cb1655b"
"Ranar","","Deceased Characters","2","Nov-85","No Hair","Male Characters","Bad Characters","Public Identity","0a8a142e-88bd-418c-bd30-6febc1cddd20"
"Robert Arnold","Green Eyes","Deceased Characters","2","Oct-85","Blond Hair","Male Characters","","No Dual Identity","996dba6e-780a-492f-8c06-96e26bd55182"
"Rose Spencer","Brown Eyes","Living Characters","2","Oct-85","Black Hair","Female Characters","Good Characters","Public Identity","c28465c0-d732-4153-a1f1-2c8a69cf2207"
"Sam Ross","","Living Characters","2","Dec-85","Bald","Male Characters","","Secret Identity","def5b5de-e433-4c0f-bf3d-3095ad51d605"
"Steelshot","","Living Characters","2","Dec-85","","","Bad Characters","Public Identity","dfd2f8bd-e8a1-4b05-aa68-6b47edf985d7"
"Thomas Hanson","Grey Eyes","Deceased Characters","2","Dec-85","Black Hair","Male Characters","Neutral Characters","Public Identity","945c4ebc-7893-4837-be1d-b4f177c24215"
"Winslow Smith","","Living Characters","2","Nov-85","Bald","Male Characters","Neutral Characters","","33161aa2-c15d-4528-87f4-beda6dcbbd91"
"Zebediah Stane","Blue Eyes","Deceased Characters","2","Sep-85","Brown Hair","Male Characters","Bad Characters","Public Identity","b6288233-71a9-4098-b357-d14534cb15dc"
"Asterius","","Deceased Characters","2","Feb-86","","Male Characters","Bad Characters","Secret Identity","c6ed8918-ca82-493f-884c-0b77c7d59644"
"Bruce Crossman","","Living Characters","2","May-86","","Male Characters","Bad Characters","Secret Identity","5081cc63-1b1f-4c96-93d3-88d0b4c3b0b7"
"Christina Natchios","","Living Characters","2","Aug-86","","Female Characters","","","31f5aa52-2bd8-45aa-b7a2-6e97f8777eed"
"Concussion","","Living Characters","2","Oct-86","Black Hair","Male Characters","Good Characters","Secret Identity","f0df75d6-7f7a-4a81-b0ea-5b32527af4ea"
"David Thompson","","Living Characters","2","Apr-86","Black Hair","Male Characters","Good Characters","Public Identity","11272c87-2373-4b8b-a577-80b0a065220d"
"Dawn Middlebury","","Living Characters","2","Mar-86","Strawberry Blond Hair","Female Characters","Bad Characters","","6f7ae146-2d18-4308-86cf-d393bd55e58e"
"Deb Lowry","","Living Characters","2","Mar-86","Blond Hair","Female Characters","Bad Characters","","b7a3b575-9bd9-484f-96cd-38db07f78ff0"
"Dewlap","","Living Characters","2","Feb-86","No Hair","","Good Characters","","f7376ee0-8326-4d66-9ccb-fc57993df3d4"
"Einar","","Living Characters","2","May-86","","","","","85129165-281d-4c0d-a961-0082b389af2d"
"Emma la Porte","Brown Eyes","Living Characters","2","Feb-86","White Hair","Female Characters","Good Characters","Public Identity","659a5efa-12ed-4449-9389-62b3d70b1fc4"
"Ernesto Sapristi","","Living Characters","2","Nov-86","Black Hair","Male Characters","Good Characters","","65036edb-9257-4544-b5ef-86b28ff74988"
"Gabriella Sapristi","","Living Characters","2","Nov-86","Black Hair","Female Characters","Good Characters","","4c161854-5019-4cfa-8a65-f9bb964a1d85"
"Giovanni Sapristi","","Living Characters","2","Nov-86","Black Hair","Male Characters","Good Characters","","32c7b553-23ab-4f4c-b86d-dfa35301cfbc"
"Hal","","Living Characters","2","Jan-86","","Male Characters","Bad Characters","Secret Identity","c1d7232a-f351-467e-8ef8-0a79fcc18b73"
"Harvey Jessup","","Living Characters","2","Aug-86","Grey Hair","Male Characters","Bad Characters","","ccf5df78-ce42-4eb9-abee-26002a797d6b"
"Horst Kleinmann","","Living Characters","2","Nov-86","","Male Characters","Bad Characters","","19669869-fbae-4a6b-a1a0-72d356439cf7"
"Iuriale","","Living Characters","2","Apr-86","","Female Characters","Bad Characters","Secret Identity","837f5bb0-8cf7-4e24-9cb0-6da6a8bb1c1c"
"Jaagur","","Living Characters","2","Dec-86","Black Hair","Male Characters","Bad Characters","Public Identity","02c76ff1-909e-400f-b58b-b79d563d13a9"
"Jack Hazzard","Blue Eyes","Living Characters","2","Nov-86","Blond Hair","Male Characters","","Secret Identity","dd6566bf-2677-49a6-8106-7de94028bee2"
"Jacob Fury","Blue Eyes","Living Characters","2","Oct-86","Brown Hair","Male Characters","Bad Characters","Secret Identity","485eb3f1-4c30-46be-80f1-f58c041e4712"
"James Christian","","Living Characters","2","Jan-86","","Male Characters","Bad Characters","Secret Identity","049eb146-a7e4-4211-8928-e5772000581c"
"John Lewandow","","Living Characters","2","Apr-86","Black Hair","Male Characters","Neutral Characters","","efd47fd5-db25-4f82-80cc-c2e9470bbeed"
"Kali","Black Eyes","Living Characters","2","Dec-86","Black Hair","Female Characters","","","996b8cc0-bc18-4ff0-aea0-07ab770c9d91"
"Kellen","","Living Characters","2","Sep-86","Blond Hair","Male Characters","Bad Characters","","ac8209c0-78fb-4460-aa11-d34dd4c48220"
"Marcus Coriander","Blue Eyes","Living Characters","2","Mar-86","Brown Hair","Male Characters","Bad Characters","Public Identity","8347adcf-0b69-4d95-bda8-15941f068f78"
"Maria Proudstar","","Living Characters","2","Nov-86","","Female Characters","Good Characters","Public Identity","25d28eed-044a-43c1-9bb2-8929a7f5790e"
"Maria Sapristi","","Living Characters","2","Nov-86","Black Hair","Female Characters","Good Characters","Public Identity","b819625f-5f62-4aa6-a69d-c8f3438efaaa"
"Mentac","","Living Characters","2","Oct-86","Bald","Male Characters","Good Characters","Secret Identity","64dec386-d318-424c-8882-d3bfca81b36c"
"Michael Nowlan","Brown Eyes","Deceased Characters","2","Jun-86","Brown Hair","Male Characters","Bad Characters","Public Identity","c1b38a9c-fa46-496b-bfb1-8c08bd5d84e6"
"Neal Proudstar","Brown Eyes","Living Characters","2","Nov-86","","Male Characters","Good Characters","Public Identity","af58abda-0460-4df0-a738-3729b5ab964c"
"Nettle","Black Eyes","Living Characters","2","Jan-86","","Female Characters","Bad Characters","Secret Identity","3b9ce54a-9e3c-4ca2-82f9-598a94b612a9"
"Pietro Sapristi","","Living Characters","2","Nov-86","Black Hair","Male Characters","Good Characters","","71d90597-a1f5-44de-9955-1dfe20eb5e30"
"Ramora","","Living Characters","2","Jan-86","","Female Characters","Bad Characters","Secret Identity","44d3f2ec-bd6a-4edd-b38a-14a2f737473f"
"Rizzo","","Living Characters","2","Mar-86","","","Bad Characters","","f2c47d07-00f7-4241-bc81-b0949010be0e"
"Rosa Sapristi","","Living Characters","2","Nov-86","Black Hair","Female Characters","Good Characters","","ca2d97fc-a1b3-49b1-8382-a151c65545a5"
"Sally","Red Eyes","Living Characters","2","Nov-86","Black Hair","Female Characters","","Public Identity","ab6e7935-5ec9-417b-841f-123a4cc06b1b"
"Sandy Stalmaster","","Living Characters","2","Mar-86","","Female Characters","Bad Characters","Public Identity","c1ece5b7-983f-4b17-a2d5-7bcc22035202"
"Shaman","","Living Characters","2","Feb-86","Grey Hair","Male Characters","Good Characters","","b75beaee-e853-41e0-8adf-4bafd35f448c"
"Simas Androvich","","Deceased Characters","2","Oct-86","Grey Hair","Male Characters","Good Characters","","f736d4f9-85ea-4a44-8444-458544968d1a"
"Siren","","Living Characters","2","Jan-86","Bald","Female Characters","Neutral Characters","Secret Identity","882d7d33-ee97-4b92-85d0-6f3f81c6d217"
"Slaggnbir","","Deceased Characters","2","Jun-86","Black Hair","Male Characters","Bad Characters","","5e689cd4-b3a1-440c-bad6-a2299c3b881d"
"Snap","","Deceased Characters","2","Jan-86","","Male Characters","Bad Characters","Secret Identity","941a0190-83d5-4c50-b195-53ea26043b1d"
"Starkad","","Living Characters","2","May-86","Brown Hair","","Good Characters","","84ab7ecd-bf50-4702-8acd-b5dee9d352b4"
"Sundance","Brown Eyes","Living Characters","2","Aug-86","Blond Hair","Male Characters","Good Characters","Secret Identity","0fb17e9f-60f0-433a-be88-adb2d16ff0e1"
"Susan Hayakawa","Green Eyes","Living Characters","2","Mar-86","Black Hair","Female Characters","Bad Characters","Secret Identity","451193e2-6a64-4da9-99fb-ecd4167adeb8"
"Umbra","Blue Eyes","Deceased Characters","2","Dec-86","Black Hair","Male Characters","Bad Characters","Public Identity","cf48345b-75f6-47e4-9197-254a3d774f03"
"Vivian Dolan","","Living Characters","2","Mar-86","Brown Hair","Female Characters","Bad Characters","Public Identity","ad906043-68a6-460b-b441-c014e9e5fc77"
"Zeek","","Deceased Characters","2","Nov-86","Black Hair","Male Characters","","Secret Identity","ae6533e8-cf9c-4fcd-843c-21aeaf737705"
"Airhead","","Living Characters","2","Aug-87","Blond Hair","Female Characters","","Secret Identity","d05f26b9-4f1e-4dc3-a3f6-0a9dfe19c981"
"Anne Garthwaite","Blue Eyes","Deceased Characters","2","Apr-87","Grey Hair","Female Characters","","No Dual Identity","58ed8a4a-a402-46e1-a409-dc3448d29532"
"Auctioneer","","Living Characters","2","Jan-87","Brown Hair","Male Characters","","","fe4c3517-f037-42d6-a137-0011ec4d7686"
"Brute","","Living Characters","2","Aug-87","Brown Hair","Male Characters","","Secret Identity","5be50cd0-6d68-4322-886e-31bc3574e7e9"
"Chuck Cherkle","","Living Characters","2","Feb-87","","Male Characters","Good Characters","Public Identity","a5e10bde-7397-4670-abf6-8cafef08bc41"
"Edward Buckman","Blue Eyes","Deceased Characters","2","Feb-87","Blond Hair","Male Characters","Bad Characters","Secret Identity","4b68dc76-7255-4160-9840-210785a5a0fc"
"G.I. Max","Brown Eyes","Deceased Characters","2","Jul-87","Brown Hair","Male Characters","Bad Characters","Secret Identity","9590041f-7ac7-43ee-8961-dc0802bcb6b7"
"Irina Tarasova","Blue Eyes","Living Characters","2","May-87","Brown Hair","Female Characters","Bad Characters","Public Identity","dc77a3fa-10b9-4c69-8c30-095e05c7cc5b"
"Kartak","","Living Characters","2","Apr-87","","Male Characters","Bad Characters","","90f0b9ba-1049-4a34-bea0-2515021d4b16"
"Michael Clemson","","Living Characters","2","Jan-87","Black Hair","Male Characters","Neutral Characters","No Dual Identity","f96a616a-1151-45ee-b334-7ced4da69b30"
